num_id,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
200014,2010,Nissan,Armada,Platinum,SUV,automatic,5n1aa0ne8an612470,il,1.9,82056.0,blue,gray,nissan motor acceptance corporation,16900,18000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
200015,2010,Saab,9-3,2.0T,Sedan,automatic,ys3fa4by1a1617025,pa,4.7,86729.0,black,beige,car sense inc,8975,8700,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200016,2010,Nissan,Cube,1.8 S,Wagon,automatic,jn8az2kr0at156951,pa,3.7,55503.0,gray,gray,c & b motors,7125,7600,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
200017,2010,Nissan,Sentra,2.0,Sedan,automatic,3n1ab6ap0al668028,nc,1.9,147407.0,black,gray,primeritus remarketing / chesterfield impor,3825,3600,Mon Feb 09 2015 01:30:00 GMT-0800 (PST)
200018,2010,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba1ak409397,fl,4.4,60424.0,red,gray,american bank auto liquidators,4025,5500,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200019,2010,Toyota,Corolla,LE,Sedan,automatic,1nxbu4ee3az307564,mn,4.2,54036.0,red,gray,capital one auto finance,8375,9400,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
200020,2010,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee5ac507296,fl,1.9,87934.0,white,black,autonation toyota scion weston,8650,6200,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200021,2010,Toyota,Yaris,Base,Sedan,automatic,jtdbt4k35a1362707,fl,3.2,81426.0,blue,black,nicholas financial inc/clearwater,6275,6200,Thu Jan 29 2015 07:01:00 GMT-0800 (PST)
200022,2010,Toyota,Corolla,Base,Sedan,automatic,2t1bu4ee6ac529355,fl,1.9,48234.0,silver,black,capital one auto finance,8350,6400,Wed Jan 28 2015 01:10:00 GMT-0800 (PST)
200023,2010,Volkswagen,Jetta,SportWagen SE,Wagon,automatic,3vwpx7aj4am677820,fl,3.6,62492.0,gray,black,capital one auto finance,8775,7200,Wed Jan 28 2015 01:10:00 GMT-0800 (PST)
200024,2010,Volkswagen,CC,Sport,Sedan,automatic,wvwml7an1ae505870,ma,2.2,87265.0,black,black,volkswagen gallery,9725,7500,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
200025,2010,Toyota,Camry,LE,Sedan,automatic,4t1bf3ek7au524660,va,2.5,63317.0,black,gray,toyota of glen burnie,9625,9400,Thu Jan 29 2015 01:05:00 GMT-0800 (PST)
200026,2010,Toyota,Corolla,LE,Sedan,automatic,2t1bu4eexac525762,va,3.4,35524.0,silver,gray,fiserv/citizens one auto finance,8950,9300,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
200027,2009,BMW,1 Series,128i,Convertible,automatic,wbaul73529vj75467,nc,2.5,84789.0,white,black,meridian remarketing,10850,10200,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200028,2009,Cadillac,CTS,Base,Sedan,automatic,1g6ds57v190168885,fl,2.0,57414.0,black,black,capital one auto finance,15200,12300,Wed Jan 28 2015 01:10:00 GMT-0800 (PST)
200029,2009,BMW,3 Series,328i,Sedan,automatic,wbaph77599nm30141,fl,2.9,107404.0,black,black,autonation ford delray,9650,8200,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200030,2009,Cadillac,CTS,Base,Sedan,automatic,1g6dj577690172287,nj,4.7,34095.0,black,black,holman automotive grp inc,14850,15000,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200031,2009,BMW,3 Series,328i,Sedan,automatic,wbaph77549nm29978,fl,3.0,51158.0,white,beige,tdaf remarketing,12700,14900,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
200032,2009,Acura,MDX,Base,SUV,automatic,2hnyd28649h505246,nj,1.9,116979.0,white,tan,santander consumer,14200,11900,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
200033,2009,Cadillac,Escalade,Base,SUV,automatic,1gyfk23289r235052,wi,3.9,110017.0,off-white,tan,patrick cadillac,21900,21100,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200034,2009,BMW,3 Series,328i,Sedan,automatic,wbaph73549a172186,sc,3.6,92688.0,silver,black,charleston automotive company,10650,11300,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
200035,2009,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfk43569r130953,pa,4.0,91793.0,black,black,burns buick gmc inc,23500,21100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200036,2009,BMW,3 Series,335i,Convertible,automatic,wbawl73599p473592,fl,2.8,75702.0,blue,tan,autonation lincoln clearwater,15700,13800,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200037,2009,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25c391102960,mi,3.2,115872.0,white,gray,ge fleet services for itself/servicer,8850,9000,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200038,2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57n091221494,pa,3.6,75973.0,silver,gray,fifth third bank,7150,6400,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
200039,2009,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zh57b99f228134,fl,3.5,102780.0,gray,black,nicholas financial inc/clearwater,6125,6200,Thu Jan 29 2015 07:01:00 GMT-0800 (PST)
200040,2009,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcek29c09z241204,pa,2.8,76081.0,purple,black,fifth third bank,15350,14500,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
200041,2009,Chevrolet,Tahoe Hybrid,Base,SUV,automatic,1gnfc13569r114261,fl,3.8,104383.0,red,beige,tdaf remarketing,15800,15000,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
200042,2009,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zh57b29f200739,wi,2.8,108071.0,gray,black,capital one auto finance,5875,5500,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200043,2009,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wu57m591213198,oh,2.9,84003.0,blue,tan,luxury motor car company,7975,7800,Thu Jan 29 2015 02:05:00 GMT-0800 (PST)
200044,2009,Chevrolet,Impala,LS,Sedan,automatic,2g1wb57kx91206803,nc,2.7,125181.0,white,gray,lease plan usa,4775,4300,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200045,2009,Chevrolet,Malibu,LS,Sedan,automatic,1g1zg57b394214082,mi,3.0,146582.0,gray,gray,remarketing by ge/zeal credit union,4775,4100,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
200046,2014,Chrysler,300,Base,Sedan,automatic,2c3ccaag1eh124307,mi,4.9,15475.0,white,black,chrysler capital,19500,17900,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200047,2014,Chrysler,300,C,Sedan,automatic,2c3ccakg9eh142391,mi,5.0,5164.0,gray,black,chrysler capital,23900,24600,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200048,2014,Chrysler,300,C,Sedan,automatic,2c3ccakg7eh194554,il,4.0,25355.0,gray,black,hertz corporation/gdp,21700,21300,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
200049,2014,Chrysler,300,C,Sedan,automatic,2c3ccakg4eh194480,il,4.0,21395.0,red,black,hertz corporation/gdp,22100,21800,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
200050,2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg3en102112,mi,4.4,45931.0,silver,black,chrysler capital,11350,9400,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200051,2014,Chrysler,300,S,Sedan,automatic,2c3ccagg5eh283807,mi,4.1,12244.0,silver,black,chrysler capital,23400,24400,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200052,2014,Chrysler,300,C,Sedan,automatic,2c3ccaetxeh109179,ga,4.3,33411.0,red,tan,enterprise veh exchange/rental,21500,21000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
200053,2014,Chrysler,300,S,Sedan,automatic,2c3ccabg8eh236911,mi,4.9,12265.0,gray,black,chrysler capital,24100,23500,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200054,2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg4en106184,tx,4.0,29808.0,white,black,enterprise vehicle exchange/dfw airport,12300,12600,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
200055,2009,Dodge,Journey,R/T,SUV,automatic,3d4gh67vx9t181736,nj,3.9,82775.0,gray,gray,repo remarketing/sun east credit union,10400,10600,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
200056,2009,Dodge,Journey,SXT,SUV,automatic,3d4gh57v59t528724,mi,3.0,120633.0,gold,brown,remarketing by ge/people driven credit union,6100,5500,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
200057,2009,Chevrolet,Traverse,LT1,SUV,automatic,1gner23d09s129483,fl,3.5,120959.0,purple,gray,auto sails inc,8975,9000,Tue Feb 03 2015 08:00:00 GMT-0800 (PST)
200058,2009,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48a49d135376,pa,2.8,103269.0,orange,black,corry fcu,4550,3400,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
200059,2009,Dodge,Journey,SXT,SUV,automatic,3d4gg57v79t589933,fl,2.4,77524.0,gray,gray,autonation nissan kendall,7800,6900,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200060,2009,Chrysler,PT Cruiser,Base,Wagon,automatic,3a8fy48949t588183,qc,3.0,130748.0,gray,gray,repo depo,2750,1900,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
200061,2009,Ford,Escape Hybrid,Base,SUV,automatic,1fmcu49369ka15461,pa,2.8,72734.0,green,gray,park auto south inc,12150,8700,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
200062,2009,Ford,Focus,SES,Coupe,automatic,1fahp33n29w150506,mi,4.1,66528.0,blue,gray,ars-cpo,6200,8000,Thu Feb 19 2015 01:00:00 GMT-0800 (PST)
200063,2009,Ford,F-150,XLT,SuperCrew,automatic,1ftpw14v69fa34351,wi,3.5,48620.0,silver,gray,new look enterprises inc,19400,19400,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200064,2009,Ford,Focus,SE,Sedan,automatic,1fahp35n69w102651,tx,3.8,111181.0,red,black,flexco fleet services,4475,4500,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
200065,2009,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36839a014345,va,3.5,106954.0,black,black,toyota of glen burnie,9725,10300,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
200066,2009,Ford,Fusion,SE,Sedan,automatic,3fahp07199r137650,mi,2.6,83577.0,silver,black,remarketing by ge/michigan first credit union,6550,5600,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200067,2009,GMC,Sierra 1500,SLE,Extended Cab,automatic,1gtek29j99z291386,ma,2.7,75784.0,black,black,harr chrysler jeep dodge,16250,15500,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
200068,2009,Ford,Fusion,SEL,Sedan,automatic,3fahp08169r106449,nc,4.2,103377.0,blue,tan,fifth third bank,6150,6900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200069,2009,Ford,Fusion,SE,Sedan,automatic,3fahp07z39r149007,fl,2.5,48708.0,black,black,autonation chevrolet greenacres,8225,7200,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200070,2009,Ford,Mustang,Premium,Coupe,automatic,1zvht80n195129110,mi,2.2,47275.0,black,black,remarketing by ge/flagship credit acceptance,9875,8000,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200071,2009,Jeep,Patriot,Sport,SUV,automatic,1j4ft28b19d146975,mo,2.9,68479.0,gold,tan,remarketing by ge/manheim kansas city,7525,7200,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
200072,2009,Honda,Civic,EX,Sedan,automatic,2hgfa168x9h317384,pa,2.1,106210.0,black,gray,fairmont fcu,7800,6300,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
200073,2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b89hr26758,nv,4.7,73315.0,white,beige,bul connections llc,15800,17000,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
200074,2009,Kia,Spectra,EX,Sedan,automatic,knafe221695649229,wi,1.9,133406.0,black,gray,capital one auto finance,2900,2600,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200075,2009,Kia,Rio,LX,Sedan,automatic,knade223296508595,mn,1.9,115348.0,blue,gray,capital one auto finance,2300,1800,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
200076,2009,Hyundai,Sonata,GLS,Sedan,automatic,5npet46c19h494486,mn,4.1,88290.0,gold,tan,capital one auto finance,5450,6700,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
200077,2009,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu46d29u627775,wi,1.9,101536.0,gray,gray,capital one auto finance,5000,1700,Wed Jan 28 2015 01:00:00 GMT-0800 (PST)
200078,2009,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58p89c512147,wi,2.6,105395.0,white,beige,capital one auto finance,12500,11800,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200079,2009,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gr48k89c543652,nc,3.9,60135.0,black,tan,meridian remarketing,12050,11400,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
200080,2009,Jeep,Wrangler,X,SUV,automatic,1j4fa24139l715186,mo,2.4,95245.0,silver,gray,remarketing by ge/flagship credit acceptance,13900,11900,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
200081,2009,Lexus,ES 350,Base,Sedan,automatic,jthbj46g692320960,nc,3.6,77216.0,gray,gray,carolina auto sports,12900,13300,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
200082,2009,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,wddng86x59a255874,md,4.2,54753.0,black,gray,sheehy ford lincoln of gaithersburg,27900,27600,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200083,2009,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bk32f891220953,va,2.5,145490.0,burgundy,beige,"jpmorgan chase bank,n.a.",3925,3500,Thu Jan 29 2015 01:20:00 GMT-0800 (PST)
200084,2009,Mazda,Mazda5,Sport,Minivan,automatic,jm1cr293790345969,va,2.7,95463.0,gray,gray,"jpmorgan chase bank,n.a.",5025,5500,Thu Jan 29 2015 01:20:00 GMT-0800 (PST)
200085,2009,MINI,Cooper,Base,Hatchback,manual,wmwmf335x9tu70389,nv,4.0,28798.0,green,black,bul connections llc,9275,10000,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
200086,2009,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,wddng86x99a246529,fl,2.9,16816.0,white,tan,mercedes-benz of pompano,32500,31200,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200087,2009,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,wddgf81x29f252971,va,3.0,60740.0,silver,gray,shirlie slack mitsubishi,14100,14800,Thu Feb 05 2015 01:35:00 GMT-0800 (PST)
200088,2009,Mazda,Tribute,i Touring,SUV,automatic,4f2cz02719km00082,fl,3.5,89222.0,red,gray,autonation ford bradenton,5150,5900,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200089,2009,Mercedes-Benz,CL-Class,CL63 AMG,Coupe,automatic,wddej77x49a021560,fl,3.5,56272.0,black,black,mercedes benz of ft lauderdale,36700,37800,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200090,2009,Lexus,IS 250,Base,Sedan,automatic,jthck262895030521,fl,1.9,50545.0,red,gray,lexus of tampa bay,16400,14800,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200091,2009,Nissan,Rogue,S,SUV,automatic,jn8as58t69w320299,fl,1.9,72579.0,black,black,autonation nissan kendall,8450,7300,Tue Feb 03 2015 01:15:00 GMT-0800 (PST)
200092,2009,Nissan,Murano,LE,SUV,automatic,jn8az18w29w153678,md,2.8,109660.0,silver,black,sheehy nissan of waldorf,11250,11600,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200093,2009,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc13e69l465429,mn,4.5,66139.0,gray,black,capital one auto finance,5300,6700,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
200094,2009,Nissan,Murano,LE,SUV,automatic,jn8az18w89w151921,nc,3.7,65827.0,burgundy,tan,meridian remarketing,14400,13800,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200095,2009,Ford,Altima,Base,Sedan,automatic,5y2sr67039z408184,wi,1.9,120122.0,blue,black,napletons hyundai of aurora,4975,6300,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
200096,2009,Nissan,Versa,1.6 Base,Sedan,automatic,3n1cc11e99l450902,pa,2.4,64333.0,black,black,tdaf remarketing/star automall llc,4225,4800,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
200097,2009,Pontiac,G6,Base,Sedan,automatic,1g2zg57b094191131,mi,2.0,112066.0,white,black,gm financial,5050,2800,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200098,2009,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa51e19c828875,il,2.1,70495.0,black,black,nissan motor acceptance corporation,11650,9500,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
200099,2009,Nissan,Frontier,SE,King Cab,automatic,1n6bd06t49c410310,nc,2.1,67566.0,red,gray,meridian remarketing,9575,9100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200100,2009,Nissan,Altima,2.5 S,Coupe,automatic,1n4al24e49c151941,pa,4.1,43759.0,black,black,car sense incorporated,9750,9900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200101,2009,Pontiac,G5,Base,Coupe,automatic,1g2as18h697170063,va,2.7,123092.0,silver,black,dt credit corporation,2900,1900,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
200102,2009,Porsche,Cayenne,S,SUV,automatic,wp1ab29p29la40567,pa,2.7,53197.0,black,brown,fifth third bank,25800,19400,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
200103,2009,Pontiac,G6,Base,Sedan,automatic,1g2zj57kx94261638,nc,2.7,86418.0,blue,black,united fcu,6500,6000,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
200104,2009,Subaru,Forester,2.5X,SUV,automatic,jf2sh63689h763680,fl,3.5,69535.0,white,gray,wheels exchange llc,10900,11900,Tue Jan 27 2015 16:00:00 GMT-0800 (PST)
200105,2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e49z104136,fl,1.9,105026.0,red,black,tdaf remarketing,7600,7700,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
200106,2009,Toyota,Camry,XLE V6,Sedan,automatic,4t1bk46k79u585695,pa,2.5,101757.0,gray,beige,merrick preowned,8025,7200,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
200107,2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46k89u090194,nc,3.9,117272.0,white,gray,lease plan usa,8125,8000,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
200108,2009,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k89m018337,nc,2.8,82532.0,black,tan,everett chevrolet inc,6900,7000,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200109,2009,Toyota,Camry,LE,Sedan,automatic,4t1be46k89u339343,nc,2.1,169977.0,black,gray,national fleet leasing,4925,5400,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
200110,2009,Volkswagen,CC,Sport,Sedan,automatic,wvwml73c39e546184,md,1.9,51451.0,blue,—,capital one auto finance,10250,6300,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
200111,2009,Saturn,Outlook,XE,SUV,automatic,5gzer13d19j180742,fl,1.9,83529.0,black,black,autonation toyota winter park,9250,7000,Tue Feb 03 2015 01:15:00 GMT-0800 (PST)
200112,2009,Saturn,VUE,XR,SUV,automatic,3gscl53749s553397,mi,3.5,81704.0,beige,beige,remarketing by ge/flagship credit acceptance,6525,6400,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
200113,2009,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k29m081322,mi,3.0,76169.0,white,black,remarketing by ge/michigan schools & govt cu,6975,6300,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
200114,2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46k89u104790,nc,1.9,121034.0,silver,gray,lease plan usa,7950,7400,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
200115,2008,BMW,5 Series,528i,Sedan,automatic,wbanu53528ct08647,mo,3.8,94311.0,gold,beige,auto plaza motor sports llc,10750,9300,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
200116,2008,Audi,A6,3.2 quattro,Sedan,automatic,waudh74f68n037762,mi,4.1,114047.0,beige,beige,remarketing by ge/michigan first credit union,9350,8700,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
200117,2008,Audi,A6,3.2 quattro,Sedan,automatic,waudh74f98n079231,ma,3.2,150511.0,blue,black,harr toyota harr scion,5825,6100,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
200118,2008,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e88a156931,pa,2.0,90660.0,black,black,gateway one lending & finance,8775,5100,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
200119,2008,BMW,5 Series,528i,Sedan,automatic,wbanu53538ct12710,fl,2.4,82207.0,gray,brown,tdaf remarketing,11200,12500,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
200120,2008,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,1gcec14x28z178719,mi,2.8,65007.0,red,gray,remarketing by ge/flagship credit acceptance,8825,8100,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
200121,2008,Cadillac,Escalade,Base,SUV,automatic,1gyec638x8r116695,mi,2.7,110312.0,silver,black,remarketing by ge/flagship credit acceptance,18450,12000,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
200122,2008,Chevrolet,Avalanche,LS,Crew Cab,automatic,3gnec120x8g249968,fl,3.0,146825.0,gold,beige,tdaf remarketing,10100,10700,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
200123,2008,Cadillac,STS,V6,Sedan,automatic,1g6dd67v980168390,pa,1.9,72322.0,black,black,ford-lincoln dealer program,10650,9200,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
200124,2008,Cadillac,CTS,Base,Sedan,automatic,1g6dt57v380150898,va,4.4,93952.0,black,black,toyota of glen burnie,10200,12900,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
200125,2008,Chevrolet,Silverado 1500,Work Truck,Crew Cab,automatic,3gcec13j48g248007,fl,2.5,130048.0,white,black,autonation chevrolet west colonial,12950,10000,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
200126,2008,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnfk16378g105449,nj,3.7,158324.0,black,black,lt motors auto sales inc,13450,13000,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
200127,2008,Cadillac,STS,V6,Sedan,automatic,1g6dw67v880123225,nv,2.0,54045.0,black,black,lexus of las vegas,11650,11600,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
200128,2008,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,2gcek19c381253199,mo,3.5,53316.0,red,black,ge fleet services for itself/servicer,15850,16900,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
200129,2008,Chevrolet,Malibu,LS,Sedan,automatic,1g1zg57b28f228557,nv,3.1,81836.0,brown,beige,unique autos,6075,6800,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
200130,2008,Chevrolet,Cobalt,LS,Sedan,automatic,1g1ak58f487300902,mi,3.0,157393.0,red,gray,remarketing by ge/zeal credit union,2650,2000,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
